Title	Wikipedia Link	IMDB Link	IMDB ID	Mismatched IMDB	Rotten Tomatoes Link	Mismatched Rotten Tomatoes	Metacritic Link	Mismatched Metacritic	Box Office Mojo Link
The Prodigy	https://en.wikipedia.org/wiki/The_Prodigy_(film)	http://www.imdb.com/title/tt4504044/	tt4504044	False	http://www.rottentomatoes.com/m/the_prodigy_2019	False	http://www.metacritic.com/movie/the-prodigy	False	https://www.boxofficemojo.com/title/tt4504044/
Isn't It Romantic	https://en.wikipedia.org/wiki/Isn%27t_It_Romantic_(2019_film)	http://www.imdb.com/title/tt2452244/	tt2452244	False	http://www.rottentomatoes.com/m/isnt_it_romantic_2019	False	http://www.metacritic.com/movie/isnt-it-romantic	False	https://www.boxofficemojo.com/title/tt2452244/
Happy Death Day 2U	https://en.wikipedia.org/wiki/Happy_Death_Day_2U	http://www.imdb.com/title/tt8155288/	tt8155288	False	http://www.rottentomatoes.com/m/happy_death_day_2u	False	http://www.metacritic.com/movie/happy-death-day-2u	False	https://www.boxofficemojo.com/title/tt8155288/
Alita: Battle Angel	https://en.wikipedia.org/wiki/Alita:_Battle_Angel	http://www.imdb.com/title/tt0437086/	tt0437086	False	http://www.rottentomatoes.com/m/alita_battle_angel	False	http://www.metacritic.com/movie/alita-battle-angel	False	https://www.boxofficemojo.com/title/tt0437086/
How to Train Your Dragon: The Hidden World	https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon:_The_Hidden_World	http://www.imdb.com/title/tt2386490/	tt2386490	False	http://www.rottentomatoes.com/m/how_to_train_your_dragon_the_hidden_world	False	http://www.metacritic.com/movie/how-to-train-your-dragon-the-hidden-world	False	https://www.boxofficemojo.com/title/tt2386490/
Fighting with My Family	https://en.wikipedia.org/wiki/Fighting_with_My_Family	http://www.imdb.com/title/tt6513120/	tt6513120	False	http://www.rottentomatoes.com/m/fighting_with_my_family	False	http://www.metacritic.com/movie/fighting-with-my-family	False	https://www.boxofficemojo.com/title/tt6513120/
Tyler Perry's A Madea Family Funeral	https://en.wikipedia.org/wiki/A_Madea_Family_Funeral	http://www.imdb.com/title/tt7054636/	tt7054636	False	http://www.rottentomatoes.com/m/tyler_perrys_a_madea_family_funeral	False	http://www.metacritic.com/movie/tyler-perrys-a-madea-family-funeral	False	https://www.boxofficemojo.com/title/tt7054636/
Greta	https://en.wikipedia.org/wiki/Greta_(2018_film)	http://www.imdb.com/title/tt2639336/	tt2639336	False	http://www.rottentomatoes.com/m/greta_2019	False	http://www.metacritic.com/movie/greta	False	https://www.boxofficemojo.com/title/tt2639336/
Triple Frontier	https://en.wikipedia.org/wiki/Triple_Frontier_(film)	http://www.imdb.com/title/tt1488606/	tt1488606	False	http://www.rottentomatoes.com/m/triple_frontier	False	http://www.metacritic.com/movie/triple-frontier	False	https://www.boxofficemojo.com/title/tt1488606/
Captain Marvel	https://en.wikipedia.org/wiki/Captain_Marvel_(film)	http://www.imdb.com/title/tt4154664/	tt4154664	False	http://www.rottentomatoes.com/m/captain_marvel	False	http://www.metacritic.com/movie/captain-marvel	False	https://www.boxofficemojo.com/title/tt4154664/
The Kid	https://en.wikipedia.org/wiki/The_Kid_(2019_film)	http://www.imdb.com/title/tt4975920/	tt4975920	False	http://www.rottentomatoes.com/m/the_kid_2019	False	http://www.metacritic.com/movie/the-kid-2019	False	https://www.boxofficemojo.com/title/tt4975920/
Wonder Park	https://en.wikipedia.org/wiki/Wonder_Park	http://www.imdb.com/title/tt6428676/	tt6428676	False	http://www.rottentomatoes.com/m/wonder_park	False	http://www.metacritic.com/movie/wonder-park	False	https://www.boxofficemojo.com/title/tt6428676/
Captive State	https://en.wikipedia.org/wiki/Captive_State	http://www.imdb.com/title/tt5968394/	tt5968394	False	http://www.rottentomatoes.com/m/captive_state	False	http://www.metacritic.com/movie/captive-state	False	https://www.boxofficemojo.com/title/tt5968394/
Nancy Drew and the Hidden Staircase	https://en.wikipedia.org/wiki/Nancy_Drew_and_the_Hidden_Staircase_(2019_film)	http://www.imdb.com/title/tt8323104/	tt8323104	False	http://www.rottentomatoes.com/m/nancy_drew_and_the_hidden_staircase_2019	False	http://www.metacritic.com/movie/nancy-drew-and-the-hidden-staircase	False	https://www.boxofficemojo.com/title/tt8323104/
The Aftermath	https://en.wikipedia.org/wiki/The_Aftermath_(2019_film)	http://www.imdb.com/title/tt5977276/	tt5977276	False	http://www.rottentomatoes.com/m/the_aftermath_2019	False	http://www.metacritic.com/movie/the-aftermath	False	https://www.boxofficemojo.com/title/tt5977276/
Five Feet Apart	https://en.wikipedia.org/wiki/Five_Feet_Apart	http://www.imdb.com/title/tt6472976/	tt6472976	False	http://www.rottentomatoes.com/m/five_feet_apart	False	http://www.metacritic.com/movie/five-feet-apart	False	https://www.boxofficemojo.com/title/tt6472976/
The Highwaymen	https://en.wikipedia.org/wiki/The_Highwaymen_(film)	http://www.imdb.com/title/tt1860242/	tt1860242	False	http://www.rottentomatoes.com/m/the_highwaymen	False	http://www.metacritic.com/movie/the-highwaymen	False	https://www.boxofficemojo.com/title/tt1860242/
Red 11	https://en.wikipedia.org/wiki/Red_11	http://www.imdb.com/title/tt7837402/	tt7837402	False	http://www.rottentomatoes.com/m/red_11	False	None	None	https://www.boxofficemojo.com/title/tt7837402/
Never Grow Old	https://en.wikipedia.org/wiki/Never_Grow_Old_(film)	http://www.imdb.com/title/tt1158939/	tt1158939	False	http://www.rottentomatoes.com/m/never_grow_old	False	http://www.metacritic.com/movie/never-grow-old	False	https://www.boxofficemojo.com/title/tt1158939/
Triple Threat	https://en.wikipedia.org/wiki/Triple_Threat_(2019_film)	http://www.imdb.com/title/tt6643972/	tt6643972	False	http://www.rottentomatoes.com/m/triple_threat_2019	False	http://www.metacritic.com/movie/triple-threat	False	https://www.boxofficemojo.com/title/tt6643972/
Us	https://en.wikipedia.org/wiki/Us_(2019_film)	http://www.imdb.com/title/tt6857112/	tt6857112	False	http://www.rottentomatoes.com/m/us_2019	False	http://www.metacritic.com/movie/us	False	https://www.boxofficemojo.com/title/tt6857112/
Hotel Mumbai	https://en.wikipedia.org/wiki/Hotel_Mumbai	http://www.imdb.com/title/tt5461944/	tt5461944	False	http://www.rottentomatoes.com/m/hotel_mumbai	False	http://www.metacritic.com/movie/hotel-mumbai	False	https://www.boxofficemojo.com/title/tt5461944/
The Dirt	https://en.wikipedia.org/wiki/The_Dirt_(film)	http://www.imdb.com/title/tt0800325/	tt0800325	False	http://www.rottentomatoes.com/m/the_dirt_2019	False	http://www.metacritic.com/movie/the-dirt	False	https://www.boxofficemojo.com/title/tt0800325/
Dragged Across Concrete	https://en.wikipedia.org/wiki/Dragged_Across_Concrete	http://www.imdb.com/title/tt6491178/	tt6491178	False	http://www.rottentomatoes.com/m/dragged_across_concrete	False	http://www.metacritic.com/movie/dragged-across-concrete	False	https://www.boxofficemojo.com/title/tt6491178/
Dumbo	https://en.wikipedia.org/wiki/Dumbo_(2019_film)	http://www.imdb.com/title/tt3861390/	tt3861390	False	http://www.rottentomatoes.com/m/dumbo_2019	False	http://www.metacritic.com/movie/dumbo	False	https://www.boxofficemojo.com/title/tt3861390/
The Beach Bum	https://en.wikipedia.org/wiki/The_Beach_Bum	http://www.imdb.com/title/tt6511932/	tt6511932	False	http://www.rottentomatoes.com/m/the_beach_bum	False	http://www.metacritic.com/movie/the-beach-bum	False	https://www.boxofficemojo.com/title/tt6511932/
Unplanned	https://en.wikipedia.org/wiki/Unplanned	http://www.imdb.com/title/tt9024106/	tt9024106	False	http://www.rottentomatoes.com/m/unplanned	False	http://www.metacritic.com/movie/unplanned	False	https://www.boxofficemojo.com/title/tt9024106/
Shazam!	https://en.wikipedia.org/wiki/Shazam!_(film)	http://www.imdb.com/title/tt0448115/	tt0448115	False	http://www.rottentomatoes.com/m/shazam	False	http://www.metacritic.com/movie/shazam!	False	https://www.boxofficemojo.com/title/tt0448115/
Pet Sematary	https://en.wikipedia.org/wiki/Pet_Sematary_(2019_film)	http://www.imdb.com/title/tt0837563/	tt0837563	False	http://www.rottentomatoes.com/m/pet_sematary_2019	False	http://www.metacritic.com/movie/pet-sematary-2019	False	https://www.boxofficemojo.com/title/tt0837563/
The Best of Enemies	https://en.wikipedia.org/wiki/The_Best_of_Enemies_(2019_film)	http://www.imdb.com/title/tt4807408/	tt4807408	False	http://www.rottentomatoes.com/m/the_best_of_enemies_2019	False	http://www.metacritic.com/movie/the-best-of-enemies	False	https://www.boxofficemojo.com/title/tt4807408/
High Life	https://en.wikipedia.org/wiki/High_Life_(2018_film)	http://www.imdb.com/title/tt4827558/	tt4827558	False	http://www.rottentomatoes.com/m/high_life_2019	False	http://www.metacritic.com/movie/high-life	False	https://www.boxofficemojo.com/title/tt4827558/
The Haunting of Sharon Tate	https://en.wikipedia.org/wiki/The_Haunting_of_Sharon_Tate	http://www.imdb.com/title/tt7976208/	tt7976208	False	http://www.rottentomatoes.com/m/the_haunting_of_sharon_tate	False	http://www.metacritic.com/movie/the-haunting-of-sharon-tate	False	https://www.boxofficemojo.com/title/tt7976208/
The Wind	https://en.wikipedia.org/wiki/The_Wind_(2018_film)	http://www.imdb.com/title/tt8426594/	tt8426594	False	http://www.rottentomatoes.com/m/the_wind_2018	False	http://www.metacritic.com/movie/the-wind	False	https://www.boxofficemojo.com/title/tt8426594/
The Silence	https://en.wikipedia.org/wiki/The_Silence_(2019_film)	http://www.imdb.com/title/tt7315484/	tt7315484	False	http://www.rottentomatoes.com/m/the_silence_2019	False	http://www.metacritic.com/movie/the-silence-2019	False	https://www.boxofficemojo.com/title/tt7315484/
Hellboy	https://en.wikipedia.org/wiki/Hellboy_(2019_film)	http://www.imdb.com/title/tt2274648/	tt2274648	False	http://www.rottentomatoes.com/m/hellboy_2019	False	http://www.metacritic.com/movie/hellboy-2019	False	https://www.boxofficemojo.com/title/tt2274648/
Little	https://en.wikipedia.org/wiki/Little_(film)	http://www.imdb.com/title/tt8085790/	tt8085790	False	http://www.rottentomatoes.com/m/little_2019	False	http://www.metacritic.com/movie/little	False	https://www.boxofficemojo.com/title/tt8085790/
Missing Link	https://en.wikipedia.org/wiki/Missing_Link_(2019_film)	http://www.imdb.com/title/tt6348138/	tt6348138	False	http://www.rottentomatoes.com/m/missing_link_2019	False	http://www.metacritic.com/movie/missing-link	False	https://www.boxofficemojo.com/title/tt6348138/
After	https://en.wikipedia.org/wiki/After_(2019_film)	http://www.imdb.com/title/tt4126476/	tt4126476	False	http://www.rottentomatoes.com/m/after_2019	False	http://www.metacritic.com/movie/after-2019	False	https://www.boxofficemojo.com/title/tt4126476/
Her Smell	https://en.wikipedia.org/wiki/Her_Smell	http://www.imdb.com/title/tt7942742/	tt7942742	False	http://www.rottentomatoes.com/m/Her_Smell	False	http://www.metacritic.com/movie/her-smell	False	https://www.boxofficemojo.com/title/tt7942742/
Breakthrough	https://en.wikipedia.org/wiki/Breakthrough_(2019_film)	http://www.imdb.com/title/tt7083526/	tt7083526	False	http://www.rottentomatoes.com/m/breakthrough_2019	False	http://www.metacritic.com/movie/breakthrough	False	https://www.boxofficemojo.com/title/tt7083526/
Penguins	https://en.wikipedia.org/wiki/Penguins_(film)	http://www.imdb.com/title/tt8080302/	tt8080302	False	http://www.rottentomatoes.com/m/disneynature_penguins	False	http://www.metacritic.com/movie/penguins	False	https://www.boxofficemojo.com/title/tt8080302/
The Curse of La Llorona	https://en.wikipedia.org/wiki/The_Curse_of_La_Llorona	http://www.imdb.com/title/tt4913966/	tt4913966	False	http://www.rottentomatoes.com/m/the_curse_of_la_llorona_2019	False	http://www.metacritic.com/movie/the-curse-of-la-llorona	False	https://www.boxofficemojo.com/title/tt4913966/
Under the Silver Lake	https://en.wikipedia.org/wiki/Under_the_Silver_Lake	http://www.imdb.com/title/tt5691670/	tt5691670	False	http://www.rottentomatoes.com/m/under_the_silver_lake	False	http://www.metacritic.com/movie/under-the-silver-lake	False	https://www.boxofficemojo.com/title/tt5691670/
Family	https://en.wikipedia.org/wiki/Family_(2018_film)	http://www.imdb.com/title/tt6268882/	tt6268882	False	http://www.rottentomatoes.com/m/family_2019	False	http://www.metacritic.com/movie/family	False	https://www.boxofficemojo.com/title/tt6268882/
Fast Color	https://en.wikipedia.org/wiki/Fast_Color	http://www.imdb.com/title/tt6418778/	tt6418778	False	http://www.rottentomatoes.com/m/fast_color	False	http://www.metacritic.com/movie/fast-color	False	https://www.boxofficemojo.com/title/tt6418778/
Someone Great	https://en.wikipedia.org/wiki/Someone_Great_(film)	http://www.imdb.com/title/tt8075260/	tt8075260	False	http://www.rottentomatoes.com/m/someone_great	False	http://www.metacritic.com/movie/someone-great	False	https://www.boxofficemojo.com/title/tt8075260/
I Spit on Your Grave: Deja Vu	https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave:_Deja_Vu	http://www.imdb.com/title/tt4058836/	tt4058836	False	https://www.rottentomatoes.com/m/i_spit_on_your_grave_deja_vu	False	None	None	https://www.boxofficemojo.com/title/tt4058836/
Avengers: Endgame	https://en.wikipedia.org/wiki/Avengers:_Endgame	http://www.imdb.com/title/tt4154796/	tt4154796	False	http://www.rottentomatoes.com/m/avengers_endgame	False	http://www.metacritic.com/movie/avengers-endgame	False	https://www.boxofficemojo.com/title/tt4154796/
I Trapped the Devil	https://en.wikipedia.org/wiki/I_Trapped_the_Devil	http://www.imdb.com/title/tt8708304/	tt8708304	False	http://www.rottentomatoes.com/m/i_trapped_the_devil	False	http://www.metacritic.com/movie/i-trapped-the-devil	False	https://www.boxofficemojo.com/title/tt8708304/
Body at Brighton Rock	https://en.wikipedia.org/wiki/Body_at_Brighton_Rock	http://www.imdb.com/title/tt7942746/	tt7942746	False	http://www.rottentomatoes.com/m/body_at_brighton_rock	False	http://www.metacritic.com/movie/body-at-brighton-rock	False	https://www.boxofficemojo.com/title/tt7942746/
Buffaloed	https://en.wikipedia.org/wiki/Buffaloed	http://www.imdb.com/title/tt8647310/	tt8647310	False	http://www.rottentomatoes.com/m/buffaloed	False	http://www.metacritic.com/movie/buffaloed	False	https://www.boxofficemojo.com/title/tt8647310/
Long Shot	https://en.wikipedia.org/wiki/Long_Shot_(2019_film)	http://www.imdb.com/title/tt2139881/	tt2139881	False	http://www.rottentomatoes.com/m/long_shot_2019	False	http://www.metacritic.com/movie/long-shot-2019	False	https://www.boxofficemojo.com/title/tt2139881/
The Intruder	https://en.wikipedia.org/wiki/The_Intruder_(2019_film)	http://www.imdb.com/title/tt6722030/	tt6722030	False	http://www.rottentomatoes.com/m/the_intruder_2019	False	http://www.metacritic.com/movie/the-intruder-2019	False	https://www.boxofficemojo.com/title/tt6722030/
UglyDolls	https://en.wikipedia.org/wiki/UglyDolls	http://www.imdb.com/title/tt1946502/	tt1946502	False	http://www.rottentomatoes.com/m/uglydolls	False	http://www.metacritic.com/movie/uglydolls	False	https://www.boxofficemojo.com/title/tt1946502/
Extremely Wicked, Shockingly Evil and Vile	https://en.wikipedia.org/wiki/Extremely_Wicked,_Shockingly_Evil_and_Vile	http://www.imdb.com/title/tt2481498/	tt2481498	False	http://www.rottentomatoes.com/m/extremely_wicked_shockingly_evil_and_vile	False	http://www.metacritic.com/movie/extremely-wicked-shockingly-evil-and-vile	False	https://www.boxofficemojo.com/title/tt2481498/
Pokémon Detective Pikachu	https://en.wikipedia.org/wiki/Detective_Pikachu_(film)	http://www.imdb.com/title/tt5884052/	tt5884052	False	http://www.rottentomatoes.com/m/pokemon_detective_pikachu	False	http://www.metacritic.com/movie/pokemon-detective-pikachu	False	https://www.boxofficemojo.com/title/tt5884052/
The Hustle	https://en.wikipedia.org/wiki/The_Hustle_(film)	http://www.imdb.com/title/tt1298644/	tt1298644	False	http://www.rottentomatoes.com/m/the_hustle_2019	False	http://www.metacritic.com/movie/the-hustle	False	https://www.boxofficemojo.com/title/tt1298644/
Tolkien	https://en.wikipedia.org/wiki/Tolkien_(film)	http://www.imdb.com/title/tt3361792/	tt3361792	False	http://www.rottentomatoes.com/m/tolkien	False	http://www.metacritic.com/movie/tolkien	False	https://www.boxofficemojo.com/title/tt3361792/
Poms	https://en.wikipedia.org/wiki/Poms_(film)	http://www.imdb.com/title/tt5125894/	tt5125894	False	http://www.rottentomatoes.com/m/poms	False	http://www.metacritic.com/movie/poms	False	https://www.boxofficemojo.com/title/tt5125894/
The Professor and the Madman	https://en.wikipedia.org/wiki/The_Professor_and_the_Madman_(film)	http://www.imdb.com/title/tt5932728/	tt5932728	False	http://www.rottentomatoes.com/m/the_professor_and_the_madman	False	http://www.metacritic.com/movie/the-professor-and-the-madman?ftag=MCD-06-10aaa1c	False	https://www.boxofficemojo.com/title/tt5932728/
John Wick: Chapter 3 – Parabellum	https://en.wikipedia.org/wiki/John_Wick:_Chapter_3_%E2%80%93_Parabellum	http://www.imdb.com/title/tt6146586/	tt6146586	False	http://www.rottentomatoes.com/m/john_wick_chapter_3	False	http://www.metacritic.com/movie/john-wick-3-parabellum	False	https://www.boxofficemojo.com/title/tt6146586/
A Dog's Journey	https://en.wikipedia.org/wiki/A_Dog%27s_Journey_(film)	http://www.imdb.com/title/tt8385474/	tt8385474	False	http://www.rottentomatoes.com/m/a_dogs_journey	False	http://www.metacritic.com/movie/a-dogs-journey	False	https://www.boxofficemojo.com/title/tt8385474/
The Sun Is Also a Star	https://en.wikipedia.org/wiki/The_Sun_Is_Also_a_Star	http://www.imdb.com/title/tt6423362/	tt6423362	False	http://www.rottentomatoes.com/m/the_sun_is_also_a_star	False	http://www.metacritic.com/movie/the-sun-is-also-a-star	False	https://www.boxofficemojo.com/title/tt6423362/
The Professor	https://en.wikipedia.org/wiki/The_Professor_(2018_film)	http://www.imdb.com/title/tt6865690/	tt6865690	False	http://www.rottentomatoes.com/m/The_Professor_2019	False	http://www.metacritic.com/movie/the-professor	False	https://www.boxofficemojo.com/title/tt6865690/
The Souvenir	https://en.wikipedia.org/wiki/The_Souvenir	http://www.imdb.com/title/tt6920356/	tt6920356	False	http://www.rottentomatoes.com/m/the_souvenir	False	http://www.metacritic.com/movie/the-souvenir	False	https://www.boxofficemojo.com/title/tt6920356/
The Tomorrow Man	https://en.wikipedia.org/wiki/The_Tomorrow_Man	http://www.imdb.com/title/tt8769848/	tt8769848	False	http://www.rottentomatoes.com/m/the_tomorrow_man_2019	False	http://www.metacritic.com/movie/the-tomorrow-man	False	https://www.boxofficemojo.com/title/tt8769848/
Aladdin	https://en.wikipedia.org/wiki/Aladdin_(2019_film)	http://www.imdb.com/title/tt6139732/	tt6139732	False	http://www.rottentomatoes.com/m/aladdin	False	http://www.metacritic.com/movie/aladdin-2019	False	https://www.boxofficemojo.com/title/tt6139732/
Brightburn	https://en.wikipedia.org/wiki/Brightburn	http://www.imdb.com/title/tt7752126/	tt7752126	False	http://www.rottentomatoes.com/m/brightburn	False	http://www.metacritic.com/movie/brightburn	False	https://www.boxofficemojo.com/title/tt7752126/
Booksmart	https://en.wikipedia.org/wiki/Booksmart	http://www.imdb.com/title/tt1489887/	tt1489887	False	http://www.rottentomatoes.com/m/booksmart	False	http://www.metacritic.com/movie/booksmart	False	https://www.boxofficemojo.com/title/tt1489887/
The Perfection	https://en.wikipedia.org/wiki/The_Perfection	http://www.imdb.com/title/tt7772580/	tt7772580	False	http://www.rottentomatoes.com/m/the_perfection/	False	http://www.metacritic.com/movie/the-perfection	False	https://www.boxofficemojo.com/title/tt7772580/
Always Be My Maybe	https://en.wikipedia.org/wiki/Always_Be_My_Maybe_(2019_film)	http://www.imdb.com/title/tt7374948/	tt7374948	False	http://www.rottentomatoes.com/m/always_be_my_maybe_2019	False	http://www.metacritic.com/movie/always-be-my-maybe	False	https://www.boxofficemojo.com/title/tt7374948/
Godzilla: King of the Monsters	https://en.wikipedia.org/wiki/Godzilla:_King_of_the_Monsters_(2019_film)	http://www.imdb.com/title/tt3741700/	tt3741700	False	http://www.rottentomatoes.com/m/godzilla_king_of_the_monsters_2019	False	http://www.metacritic.com/movie/godzilla-king-of-the-monsters	False	https://www.boxofficemojo.com/title/tt3741700/
Rocketman	https://en.wikipedia.org/wiki/Rocketman_(film)	http://www.imdb.com/title/tt2066051/	tt2066051	False	http://www.rottentomatoes.com/m/rocketman_2019	False	http://www.metacritic.com/movie/rocketman	False	https://www.boxofficemojo.com/title/tt2066051/
Ma	https://en.wikipedia.org/wiki/Ma_(film)	http://www.imdb.com/title/tt7958736/	tt7958736	False	http://www.rottentomatoes.com/m/ma_2019	False	http://www.metacritic.com/movie/ma-2019	False	https://www.boxofficemojo.com/title/tt7958736/
Dark Phoenix	https://en.wikipedia.org/wiki/Dark_Phoenix_(film)	http://www.imdb.com/title/tt6565702/	tt6565702	False	http://www.rottentomatoes.com/m/dark_phoenix/	False	http://www.metacritic.com/movie/dark-phoenix	False	https://www.boxofficemojo.com/title/tt6565702/
The Secret Life of Pets 2	https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets_2	http://www.imdb.com/title/tt5113040/	tt5113040	False	http://www.rottentomatoes.com/m/the_secret_life_of_pets_2	False	http://www.metacritic.com/movie/the-secret-life-of-pets-2	False	https://www.boxofficemojo.com/title/tt5113040/
Late Night	https://en.wikipedia.org/wiki/Late_Night_(film)	http://www.imdb.com/title/tt6107548/	tt6107548	False	http://www.rottentomatoes.com/m/late_night_2019	False	http://www.metacritic.com/movie/late-night	False	https://www.boxofficemojo.com/title/tt6107548/
The Last Black Man in San Francisco	https://en.wikipedia.org/wiki/The_Last_Black_Man_in_San_Francisco	http://www.imdb.com/title/tt4353250/	tt4353250	False	http://www.rottentomatoes.com/m/the_last_black_man_in_san_francisco	False	http://www.metacritic.com/movie/the-last-black-man-in-san-francisco	False	https://www.boxofficemojo.com/title/tt4353250/
Changeland	https://en.wikipedia.org/wiki/Changeland	http://www.imdb.com/title/tt6612946/	tt6612946	False	http://www.rottentomatoes.com/m/changeland	False	http://www.metacritic.com/movie/changeland	False	https://www.boxofficemojo.com/title/tt6612946/
